               Simulated_Sample	               Simulated_Sample	Simulated_Sample_with_True_Fits	Simulated_Sample_with_True_Fits
                        71.9696	                       366.7027	                        71.9696	                       366.7027
                        91.3616	                       462.0139	                        91.3616	                       462.0139
                        84.1739	                       498.8244	                        84.1739	                       498.8244
                        69.8773	                       436.4074	                        69.8773	                       436.4074
                        72.6047	                       449.1309	                        72.6047	                       449.1309
                        85.4098	                       317.0876	                        85.4098	                       317.0876
                        91.7195	                       316.6487	                        91.7195	                       316.6487
                        72.7520	                       310.5174	                        72.7520	                       310.5174
                        70.4817	                       285.7632	                        70.4817	                       285.7632
                        67.1312	                       302.0983	                        67.1312	                       302.0983
                        73.1264	                       315.1572	                        73.1264	                       315.1572
                        77.5429	                       287.2794	                        77.5429	                       287.2794
                        79.0500	                       355.4362	                        79.0500	                       355.4362
                        88.5308	                       319.2435	                        88.5308	                       319.2435
                        68.0493	                       267.5498	                        68.0493	                       267.5498
                        73.7519	                       316.8386	                        73.7519	                       316.8386
                        74.0440	                       336.5658	                        74.0440	                       336.5658
                        78.3361	                       300.8922	                        78.3361	                       300.8922
                        77.5800	                       317.1127	                        77.5800	                       317.1127
                        76.8719	                       306.5194	                        76.8719	                       306.5194
                        84.1263	                       286.8077	                        84.1263	                       286.8077
                        95.6870	                       285.4044	                        95.6870	                       285.4044
                        91.7501	                       313.7536	                        91.7501	                       313.7536
                        91.5382	                       330.7554	                        91.5382	                       330.7554
                        77.0126	                       315.5713	                        77.0126	                       315.5713
                        77.2526	                       290.3480	                        77.2526	                       290.3480
                        78.9145	                       279.9556	                        78.9145	                       279.9556
                        82.1566	                       319.3458	                        82.1566	                       319.3458
                        76.9237	                       292.8478	                        76.9237	                       292.8478
                        91.0556	                       316.4322	                        91.0556	                       316.4322
                        83.9000	                       394.3603	                        83.9000	                       394.3603
                        87.1068	                       444.4551	                        87.1068	                       444.4551
                        84.7762	                       403.5603	                        84.7762	                       403.5603
                        82.9831	                       509.0522	                        82.9831	                       509.0522
                        82.1941	                       395.8769	                        82.1941	                       395.8769
                        66.4893	                       340.0369	                        66.4893	                       340.0369
                        75.3623	                       307.2478	                        75.3623	                       307.2478
                        83.4353	                       293.7969	                        83.4353	                       293.7969
                        89.0565	                       371.6578	                        89.0565	                       371.6578
                        88.2144	                       319.3345	                        88.2144	                       319.3345
                        89.5808	                       366.2329	                        89.5808	                       366.2329
                        68.3634	                       288.0594	                        68.3634	                       288.0594
                        90.3847	                       361.4928	                        90.3847	                       361.4928
                        77.1200	                       354.9930	                        77.1200	                       354.9930
                        96.9896	                       401.8641	                        96.9896	                       401.8641
                        83.1715	                       314.1223	                        83.1715	                       314.1223
                        57.9018	                       313.3917	                        57.9018	                       313.3917
                        96.7545	                       346.8534	                        96.7545	                       346.8534
                        77.5346	                       340.6115	                        77.5346	                       340.6115
                        69.9594	                       463.5155	                        69.9594	                       463.5155
                        94.1087	                       459.4286	                        94.1087	                       459.4286
                        71.3314	                       458.7820	                        71.3314	                       458.7820
                        77.9323	                       476.5401	                        77.9323	                       476.5401
                        78.0266	                       410.1848	                        78.0266	                       410.1848
                        89.7535	                       439.0425	                        89.7535	                       439.0425
                        78.1001	                       428.3614	                        78.1001	                       428.3614
                        80.2626	                       431.6739	                        80.2626	                       431.6739
                        81.9369	                       420.9463	                        81.9369	                       420.9463
                        80.6445	                       444.6853	                        80.6445	                       444.6853
                        60.1905	                       406.6043	                        60.1905	                       406.6043
                        86.1696	                       444.9149	                        86.1696	                       444.9149
                        73.8016	                       446.4774	                        73.8016	                       446.4774
                        79.7873	                       397.7231	                        79.7873	                       397.7231
                        69.1569	                       448.8236	                        69.1569	                       448.8236
                        90.2571	                       461.8086	                        90.2571	                       461.8086
                        94.6411	                       437.0244	                        94.6411	                       437.0244
                        69.6674	                       508.4536	                        69.6674	                       508.4536
                        88.8336	                       508.4592	                        88.8336	                       508.4592
                        90.7332	                       456.7404	                        90.7332	                       456.7404
                        84.8057	                       433.3237	                        84.8057	                       433.3237
                        54.1262	                       418.1276	                        54.1262	                       418.1276
                        84.8093	                       425.8836	                        84.8093	                       425.8836
                       102.4501	                       310.9576	                       102.4501	                       310.9576
                        80.2072	                       325.6479	                        80.2072	                       325.6479
                        71.2058	                       338.8321	                        71.2058	                       338.8321
                        77.3625	                       360.2426	                        77.3625	                       360.2426
                        73.8212	                       298.4342	                        73.8212	                       298.4342
                        93.0564	                       346.7825	                        93.0564	                       346.7825
                        82.7910	                       325.2956	                        82.7910	                       325.2956
                        79.2736	                       300.8828	                        79.2736	                       300.8828
                        79.9456	                       460.7531	                        79.9456	                       460.7531
                        96.2470	                       402.9181	                        96.2470	                       402.9181
                        76.2880	                       422.1203	                        76.2880	                       422.1203
                        79.6867	                       399.3910	                        79.6867	                       399.3910
                        80.7361	                       408.2179	                        80.7361	                       408.2179
                        79.9694	                       442.0168	                        79.9694	                       442.0168
                        75.7108	                       458.7382	                        75.7108	                       458.7382
                        76.7953	                       440.7209	                        76.7953	                       440.7209
                        92.2121	                       453.2293	                        92.2121	                       453.2293
                       180.2023	                       413.3475	                       180.2023	                       413.3475
                        85.5119	                       428.7859	                        85.5119	                       428.7859
                        77.9367	                       428.2419	                        77.9367	                       428.2419
                        69.5868	                       452.6525	                        69.5868	                       452.6525
                        81.9848	                       425.5733	                        81.9848	                       425.5733
                        72.7952	                       443.4207	                        72.7952	                       443.4207
                        79.1855	                       408.7711	                        79.1855	                       408.7711
                        79.6790	                       403.1633	                        79.6790	                       403.1633
                        81.0745	                       411.3611	                        81.0745	                       411.3611
                        89.8769	                       435.9049	                        89.8769	                       435.9049
                        88.3001	                       360.4485	                        88.3001	                       360.4485
                        69.3645	                       486.1305	                        69.3645	                       486.1305
                        82.5101	                       558.3828	                        82.5101	                       558.3828
                        82.1544	                       536.1553	                        82.1544	                       536.1553
                        78.5330	                       535.6782	                        78.5330	                       535.6782
                        90.6314	                       532.2011	                        90.6314	                       532.2011
                        80.6466	                       575.3597	                        80.6466	                       575.3597
                        75.6289	                       565.0224	                        75.6289	                       565.0224
                        79.8757	                       511.6270	                        79.8757	                       511.6270
                        87.6489	                       314.6283	                        87.6489	                       314.6283
                        80.8516	                       376.5796	                        80.8516	                       376.5796
                        91.7084	                       350.5605	                        91.7084	                       350.5605
                        84.5554	                       318.7539	                        84.5554	                       318.7539
                        68.9995	                       337.2773	                        68.9995	                       337.2773
                        74.0841	                       341.6967	                        74.0841	                       341.6967
                       100.5610	                       388.7955	                       100.5610	                       388.7955
                        76.0949	                       330.3819	                        76.0949	                       330.3819
                        86.9674	                       357.0487	                        86.9674	                       357.0487
                        70.4690	                       334.1169	                        70.4690	                       334.1169
                        75.2614	                       322.0453	                        75.2614	                       322.0453
                        96.9318	                       363.3309	                        96.9318	                       363.3309
                        68.7848	                       309.2425	                        68.7848	                       309.2425
                        87.0103	                       370.7220	                        87.0103	                       370.7220
                        78.9441	                       322.8554	                        78.9441	                       322.8554
                        66.7450	                       385.6255	                        66.7450	                       385.6255
                        86.2944	                       317.7176	                        86.2944	                       317.7176
                        93.8947	                       318.6809	                        93.8947	                       318.6809
                        82.9942	                       331.8773	                        82.9942	                       331.8773
                        79.9708	                       377.8435	                        79.9708	                       377.8435
                        67.0521	                       365.3310	                        67.0521	                       365.3310
                        67.1146	                       344.3181	                        67.1146	                       344.3181
                        86.5870	                       330.6492	                        86.5870	                       330.6492
                        87.8579	                       422.7479	                        87.8579	                       422.7479
                        91.9142	                       437.9701	                        91.9142	                       437.9701
                        85.2049	                       446.8467	                        85.2049	                       446.8467
                        94.9754	                       406.2344	                        94.9754	                       406.2344
                        65.0935	                       288.2970	                        65.0935	                       288.2970
                        81.2877	                       340.2669	                        81.2877	                       340.2669
                        95.2633	                       346.2984	                        95.2633	                       346.2984
                        89.0436	                       346.0433	                        89.0436	                       346.0433
                        83.7413	                       339.8605	                        83.7413	                       339.8605
                        71.8309	                       417.1775	                        71.8309	                       417.1775
                       158.6331	                       379.6532	                       158.6331	                       379.6532
                        79.1099	                       344.5768	                        79.1099	                       344.5768
                        95.1410	                       380.0457	                        95.1410	                       380.0457
                        97.6104	                       186.6674	                        97.6104	                       186.6674
                        67.6333	                       199.3514	                        67.6333	                       199.3514
                        97.3294	                       194.8394	                        97.3294	                       194.8394
                        85.5340	                       210.6634	                        85.5340	                       210.6634
                        77.1802	                       175.9404	                        77.1802	                       175.9404
                        62.2750	                       195.2615	                        62.2750	                       195.2615
                        92.3884	                       186.3030	                        92.3884	                       186.3030
                        79.7663	                       234.8578	                        79.7663	                       234.8578
                        96.8434	                       285.2787	                        96.8434	                       285.2787
                        88.2833	                       217.0940	                        88.2833	                       217.0940
                        83.1279	                       214.7936	                        83.1279	                       214.7936
                        60.5534	                       193.2794	                        60.5534	                       193.2794
                        77.7364	                       197.3152	                        77.7364	                       197.3152
                        57.0808	                       238.3136	                        57.0808	                       238.3136
                        74.7564	                       195.6922	                        74.7564	                       195.6922
                        71.9271	                       185.3304	                        71.9271	                       185.3304
                        75.3845	                       194.4416	                        75.3845	                       194.4416
                        76.3109	                       244.5068	                        76.3109	                       244.5068
                        81.8376	                       208.4468	                        81.8376	                       208.4468
                        69.9777	                       211.6493	                        69.9777	                       211.6493
                        83.2730	                       190.7768	                        83.2730	                       190.7768
                        88.2089	                       152.0878	                        88.2089	                       152.0878
                        98.1458	                       211.8100	                        98.1458	                       211.8100
                        77.8931	                       226.4126	                        77.8931	                       226.4126
                        71.2020	                       239.8964	                        71.2020	                       239.8964
                        76.6376	                       214.5106	                        76.6376	                       214.5106
                        96.5715	                       252.6593	                        96.5715	                       252.6593
                        69.7772	                       185.5845	                        69.7772	                       185.5845
                        85.2777	                       207.2162	                        85.2777	                       207.2162
                        92.6184	                       256.4383	                        92.6184	                       256.4383
                        99.1228	                       211.0084	                        99.1228	                       211.0084
                        89.6522	                       187.4458	                        89.6522	                       187.4458
                        69.5891	                       223.5115	                        69.5891	                       223.5115
                        83.0685	                       235.9976	                        83.0685	                       235.9976
                        91.3947	                       200.6972	                        91.3947	                       200.6972
                        89.2005	                       247.9894	                        89.2005	                       247.9894
                        82.3991	                       227.3452	                        82.3991	                       227.3452
                        70.4851	                       213.2122	                        70.4851	                       213.2122
                        91.8457	                       215.1344	                        91.8457	                       215.1344
                        74.8232	                       217.5964	                        74.8232	                       217.5964
                        67.3715	                       213.2036	                        67.3715	                       213.2036
                       103.1359	                       265.1645	                       103.1359	                       265.1645
                        87.0368	                       195.9827	                        87.0368	                       195.9827
                        68.2552	                       191.0952	                        68.2552	                       191.0952
                        89.8422	                       194.8289	                        89.8422	                       194.8289
                       106.7777	                       216.9285	                       106.7777	                       216.9285
                        72.4861	                       203.2660	                        72.4861	                       203.2660
                        75.9763	                       198.5166	                        75.9763	                       198.5166
                       102.7766	                       220.5864	                       102.7766	                       220.5864
                        99.3891	                       376.6574	                        99.3891	                       376.6574
                        90.2692	                       311.9767	                        90.2692	                       311.9767
                        85.2239	                       378.2469	                        85.2239	                       378.2469
                        88.8369	                       379.5838	                        88.8369	                       379.5838
                        86.0847	                       390.4951	                        86.0847	                       390.4951
                        78.4091	                       326.2338	                        78.4091	                       326.2338
                        74.1950	                       327.4357	                        74.1950	                       327.4357
                        85.1869	                       330.5688	                        85.1869	                       330.5688
                        85.8338	                       354.2598	                        85.8338	                       354.2598
                        94.2711	                       323.6710	                        94.2711	                       323.6710
                        82.2213	                       292.3270	                        82.2213	                       292.3270
                        83.5693	                       347.2079	                        83.5693	                       347.2079
                        72.6313	                       336.7415	                        72.6313	                       336.7415
                        75.1252	                       304.3308	                        75.1252	                       304.3308
                        92.9400	                       340.9218	                        92.9400	                       340.9218
                        92.4088	                       349.0135	                        92.4088	                       349.0135
                        88.3705	                       381.2740	                        88.3705	                       381.2740
                       149.3770	                       346.3130	                       149.3770	                       346.3130
                       167.7325	                       337.0644	                       167.7325	                       337.0644
                       162.4266	                       365.9876	                       162.4266	                       365.9876
                       151.3788	                       425.3717	                       151.3788	                       425.3717
                       164.7795	                       452.9536	                       164.7795	                       452.9536
                       149.4911	                       378.8402	                       149.4911	                       378.8402
                       171.7126	                       411.7306	                       171.7126	                       411.7306
                       157.1199	                       387.6833	                       157.1199	                       387.6833
                       155.3413	                       372.0841	                       155.3413	                       372.0841
                       156.5340	                       402.2177	                       156.5340	                       402.2177
                       172.0230	                       432.0574	                       172.0230	                       432.0574
                       167.0870	                       455.4664	                       167.0870	                       455.4664
                       171.8669	                       473.9132	                       171.8669	                       473.9132
                       163.6498	                       426.9533	                       163.6498	                       426.9533
                       153.0460	                       433.4889	                       153.0460	                       433.4889
                       172.2610	                       425.4655	                       172.2610	                       425.4655
                       140.6610	                       440.9022	                       140.6610	                       440.9022
                       148.7524	                       397.4232	                       148.7524	                       397.4232
                       159.4146	                       405.8946	                       159.4146	                       405.8946
                       167.1702	                       457.9334	                       167.1702	                       457.9334
                       162.0362	                       413.2783	                       162.0362	                       413.2783
                       164.8617	                       499.6745	                       164.8617	                       499.6745
                       174.1125	                       428.8516	                       174.1125	                       428.8516
                       148.0902	                       457.8014	                       148.0902	                       457.8014
                       172.7191	                       416.5462	                       172.7191	                       416.5462
                       145.6498	                       458.6696	                       145.6498	                       458.6696
                       173.3971	                       321.8866	                       173.3971	                       321.8866
                       132.4417	                       342.5374	                       132.4417	                       342.5374
                       155.8262	                       226.2085	                       155.8262	                       226.2085
                       169.5077	                       229.6891	                       169.5077	                       229.6891
                       157.4760	                       194.8327	                       157.4760	                       194.8327
                       167.5411	                       203.4103	                       167.5411	                       203.4103
                       150.0647	                       321.6101	                       150.0647	                       321.6101
                       165.8132	                       338.7831	                       165.8132	                       338.7831
                       163.2952	                       185.4434	                       163.2952	                       185.4434
                       155.5126	                       199.3338	                       155.5126	                       199.3338
                       155.0893	                       302.3601	                       155.0893	                       302.3601
                       160.5301	                       325.2040	                       160.5301	                       325.2040
                       172.3052	                       328.5566	                       172.3052	                       328.5566
                       172.0858	                       347.3071	                       172.0858	                       347.3071
                       150.7246	                       333.8785	                       150.7246	                       333.8785
                       163.5382	                       307.5752	                       163.5382	                       307.5752
                       170.8143	                       343.9431	                       170.8143	                       343.9431
                       170.4648	                       435.5554	                       170.4648	                       435.5554
                       160.0125	                       489.0093	                       160.0125	                       489.0093
                       143.3628	                       455.5213	                       143.3628	                       455.5213
                       149.7190	                       458.4062	                       149.7190	                       458.4062
                       146.3203	                       474.7098	                       146.3203	                       474.7098
                       164.0095	                       421.5874	                       164.0095	                       421.5874
                       169.1454	                       355.7958	                       169.1454	                       355.7958
                       164.7119	                       305.1750	                       164.7119	                       305.1750
                       155.7748	                       279.8268	                       155.7748	                       279.8268
                       171.7223	                       328.2968	                       171.7223	                       328.2968
                       145.4776	                       311.0784	                       145.4776	                       311.0784
                       166.5201	                       423.2806	                       166.5201	                       423.2806
                       182.9820	                       425.1832	                       182.9820	                       425.1832
                       172.0384	                       374.2594	                       172.0384	                       374.2594
                       146.3504	                       481.8601	                       146.3504	                       481.8601
                       159.8906	                       428.3485	                       159.8906	                       428.3485
                       157.6096	                       356.9510	                       157.6096	                       356.9510
                       171.1746	                       354.0433	                       171.1746	                       354.0433
                       160.4357	                       306.5414	                       160.4357	                       306.5414
                       156.5107	                       383.1514	                       156.5107	                       383.1514
                       157.2351	                       450.6467	                       157.2351	                       450.6467
                       148.5080	                       468.4397	                       148.5080	                       468.4397
                       175.5975	                       400.2308	                       175.5975	                       400.2308
                       170.9749	                       461.4973	                       170.9749	                       461.4973
                       147.6880	                       417.9833	                       147.6880	                       417.9833
                       173.3472	                       453.3397	                       173.3472	                       453.3397
                       167.0114	                       451.3265	                       167.0114	                       451.3265
                       174.4946	                       438.6004	                       174.4946	                       438.6004
                       157.7049	                       479.5230	                       157.7049	                       479.5230
                       162.3977	                       460.6658	                       162.3977	                       460.6658
                       166.6890	                       482.7614	                       166.6890	                       482.7614
                       168.6069	                       400.6628	                       168.6069	                       400.6628
                       182.1631	                       486.0322	                       182.1631	                       486.0322
                       152.7345	                       424.4134	                       152.7345	                       424.4134
                       154.0128	                       476.7005	                       154.0128	                       476.7005
                       154.3320	                       418.8459	                       154.3320	                       418.8459
                       162.7933	                       462.2128	                       162.7933	                       462.2128
                       149.7827	                       443.5350	                       149.7827	                       443.5350
                       159.0345	                       437.5957	                       159.0345	                       437.5957
                       173.6796	                       515.7455	                       173.6796	                       515.7455
                       162.8030	                       443.9173	                       162.8030	                       443.9173
                       160.6868	                       309.6650	                       160.6868	                       309.6650
                       173.2516	                       320.2368	                       173.2516	                       320.2368
                       149.0281	                       267.8224	                       149.0281	                       267.8224
                       159.1880	                       315.0412	                       159.1880	                       315.0412
                       161.7375	                       316.7769	                       161.7375	                       316.7769
                       155.9976	                       324.7261	                       155.9976	                       324.7261
                       163.5772	                       360.7759	                       163.5772	                       360.7759
                       174.3401	                       320.0261	                       174.3401	                       320.0261
                       150.4356	                       337.0417	                       150.4356	                       337.0417
                        90.0007	                       292.2270	                        90.0007	                       292.2270
                        88.6363	                       344.2935	                        88.6363	                       344.2935
                        66.3099	                       308.5384	                        66.3099	                       308.5384
                        73.7863	                       304.3203	                        73.7863	                       304.3203
                        73.8521	                       290.4872	                        73.8521	                       290.4872
                        67.8382	                       319.0286	                        67.8382	                       319.0286
                        92.1353	                       286.5416	                        92.1353	                       286.5416
                        88.3239	                       324.1347	                        88.3239	                       324.1347
                        93.8900	                       317.1404	                        93.8900	                       317.1404
                        85.6473	                       309.0102	                        85.6473	                       309.0102
                        84.5856	                       290.2529	                        84.5856	                       290.2529
                        85.1810	                       447.2924	                        85.1810	                       447.2924
                       107.7014	                       483.6253	                       107.7014	                       483.6253
                        83.8128	                       400.2837	                        83.8128	                       400.2837
                        86.6015	                       458.6574	                        86.6015	                       458.6574
                        83.5195	                       418.7855	                        83.5195	                       418.7855
                        84.4130	                       405.2028	                        84.4130	                       405.2028
                        74.5231	                       404.0359	                        74.5231	                       404.0359
                        85.2565	                       417.2035	                        85.2565	                       417.2035
                        76.0273	                       477.1776	                        76.0273	                       477.1776
                        66.3089	                       410.8717	                        66.3089	                       410.8717
                        82.9309	                       424.4529	                        82.9309	                       424.4529
                        90.6712	                       442.6177	                        90.6712	                       442.6177
                        88.0772	                       454.6740	                        88.0772	                       454.6740
                        77.2793	                       424.4756	                        77.2793	                       424.4756
                        89.2095	                       490.9951	                        89.2095	                       490.9951
                        69.6265	                       439.3906	                        69.6265	                       439.3906
                       173.1663	                       426.3935	                       173.1663	                       426.3935
                       162.6781	                       429.9486	                       162.6781	                       429.9486
                       169.1648	                       344.3389	                       169.1648	                       344.3389
                        79.5825	                       316.6515	                        79.5825	                       316.6515
                        85.0894	                       335.5106	                        85.0894	                       335.5106
                       161.4425	                       207.9944	                       161.4425	                       207.9944
                       176.1459	                       213.5056	                       176.1459	                       213.5056
                       164.7756	                       154.2343	                       164.7756	                       154.2343
                       143.9468	                       204.2229	                       143.9468	                       204.2229
                       171.5703	                       252.2011	                       171.5703	                       252.2011
                       150.9125	                       239.8364	                       150.9125	                       239.8364
                       156.0142	                       221.4356	                       156.0142	                       221.4356
                       147.7259	                       243.6296	                       147.7259	                       243.6296
                       152.7299	                       247.4831	                       152.7299	                       247.4831
                       169.1643	                       253.6149	                       169.1643	                       253.6149
                       147.7007	                       200.4336	                       147.7007	                       200.4336
                       161.2828	                       220.2158	                       161.2828	                       220.2158
                       169.4712	                       219.9957	                       169.4712	                       219.9957
                       166.9570	                       232.3263	                       166.9570	                       232.3263
                       169.1748	                       236.2259	                       169.1748	                       236.2259
                       177.1648	                       202.4141	                       177.1648	                       202.4141
                       154.0155	                       243.5762	                       154.0155	                       243.5762
